"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Nível";"Cód.";"Município";"Ano x Tipo de rebanho"
"Nível";"Cód.";"Município";"2013"
"Nível";"Cód.";"Município";"Bovino";"Bubalino";"Equino";"Suíno - total";"Suíno - matrizes de suínos";"Caprino";"Ovino";"Galináceos - total";"Galináceos - galinhas";"Codornas"
"MU";"1504976";"Nova Ipixuna (PA)";"80000";"-";"1900";"900";"430";"88";"1250";"11960";"4800";"-"
"MU";"1505007";"Nova Timboteua (PA)";"17584";"1150";"299";"1535";"162";"60";"529";"15960";"5910";"-"
"MU";"1505031";"Novo Progresso (PA)";"632521";"693";"6759";"3503";"793";"652";"8437";"55401";"26393";"-"
"MU";"1505064";"Novo Repartimento (PA)";"855319";"962";"7525";"21870";"4374";"575";"3801";"140000";"23000";"-"
"MU";"1505106";"Óbidos (PA)";"127269";"116";"4155";"1220";"232";"1442";"2244";"33054";"5107";"121"
"MU";"1505205";"Oeiras do Pará (PA)";"817";"24";"4";"190";"60";"-";"48";"1900";"1900";"-"
"MU";"1505304";"Oriximiná (PA)";"159623";"1134";"1709";"3000";"360";"1419";"11504";"55432";"11086";"-"
"MU";"1505403";"Ourém (PA)";"16866";"75";"287";"1563";"138";"217";"132";"18822";"7214";"-"
"MU";"1505437";"Ourilândia do Norte (PA)";"187148";"1058";"1204";"1883";"847";"237";"711";"11340";"6804";"-"
"MU";"1505486";"Pacajá (PA)";"492442";"97";"3439";"3520";"240";"1290";"2264";"49359";"10209";"180"
"MU";"1505494";"Palestina do Pará (PA)";"45000";"-";"950";"1150";"550";"40";"250";"11100";"4800";"-"
"MU";"1505502";"Paragominas (PA)";"347322";"1039";"6280";"3856";"1412";"904";"7388";"81233";"21314";"2344"
"MU";"1505536";"Parauapebas (PA)";"119000";"70";"2600";"1780";"990";"450";"1800";"27500";"11000";"-"
"MU";"1505551";"Pau D'Arco (PA)";"122538";"26";"1639";"989";"358";"334";"1071";"12315";"6251";"125"
"MU";"1505601";"Peixe-Boi (PA)";"14923";"342";"536";"1248";"153";"212";"267";"12435";"4560";"-"
"MU";"1505635";"Piçarra (PA)";"338037";"157";"4540";"5023";"2260";"412";"3767";"37470";"23231";"-"
"MU";"1505650";"Placas (PA)";"116124";"17";"1591";"2533";"1323";"654";"1024";"39140";"14790";"-"
"MU";"1505700";"Ponta de Pedras (PA)";"56178";"27393";"8723";"5000";"1000";"626";"757";"18442";"7880";"-"
"MU";"1505809";"Portel (PA)";"10390";"1212";"186";"6740";"2730";"150";"114";"4753";"1510";"-"
"MU";"1505908";"Porto de Moz (PA)";"20278";"10190";"182";"14";"10";"-";"68";"4907";"2000";"-"
"MU";"1506005";"Prainha (PA)";"114548";"28426";"789";"221";"65";"148";"469";"2608";"1500";"-"
"MU";"1506104";"Primavera (PA)";"3170";"674";"77";"1056";"50";"68";"-";"5200";"1880";"-"
"MU";"1506112";"Quatipuru (PA)";"1268";"920";"45";"392";"36";"44";"-";"5529";"1038";"-"
"MU";"1506138";"Redenção (PA)";"257915";"69";"3115";"2117";"1138";"441";"1499";"23073";"10505";"51"
"MU";"1506161";"Rio Maria (PA)";"332038";"510";"6576";"10549";"4747";"547";"1663";"31306";"18783";"-"
"MU";"1506187";"Rondon do Pará (PA)";"347978";"504";"5664";"6819";"2167";"1000";"4400";"28944";"16956";"-"
"MU";"1506195";"Rurópolis (PA)";"136626";"400";"2497";"3110";"331";"467";"3782";"46360";"21537";"-"
"MU";"1506203";"Salinópolis (PA)";"30";"-";"18";"471";"35";"10";"-";"7302";"1427";"-"
"MU";"1506302";"Salvaterra (PA)";"8418";"7452";"550";"7206";"1801";"593";"710";"5165";"950";"-"
"MU";"1506351";"Santa Bárbara do Pará (PA)";"1403";"572";"73";"450";"30";"5";"19";"347800";"18300";"-"
"MU";"1506401";"Santa Cruz do Arari (PA)";"26883";"13800";"2720";"3675";"1286";"837";"564";"2250";"886";"-"
"MU";"1506500";"Santa Izabel do Pará (PA)";"20372";"448";"308";"574";"230";"30";"70";"3103500";"530000";"7000"
"MU";"1506559";"Santa Luzia do Pará (PA)";"75367";"94";"997";"1860";"190";"516";"1360";"16832";"6582";"-"
"MU";"1506583";"Santa Maria das Barreiras (PA)";"498664";"95";"5789";"5621";"2296";"1282";"1721";"32876";"12519";"55"
"MU";"1506609";"Santa Maria do Pará (PA)";"15141";"27";"361";"85";"6";"44";"540";"31850";"2145";"-"
"MU";"1506708";"Santana do Araguaia (PA)";"663655";"486";"4578";"2608";"851";"703";"1876";"34327";"14998";"-"
"MU";"1506807";"Santarém (PA)";"129954";"9971";"2827";"20878";"4686";"914";"4587";"1035989";"478457";"3970"
"MU";"1506906";"Santarém Novo (PA)";"3720";"278";"175";"560";"46";"41";"132";"5080";"1580";"-"
"MU";"1507003";"Santo Antônio do Tauá (PA)";"6112";"158";"254";"235";"25";"111";"563";"243400";"170420";"-"
"MU";"1507102";"São Caetano de Odivelas (PA)";"1310";"218";"37";"45";"5";"24";"78";"185400";"1280";"-"
"MU";"1507151";"São Domingos do Araguaia (PA)";"120000";"35";"1800";"2700";"1000";"250";"2500";"25700";"9000";"-"
"MU";"1507201";"São Domingos do Capim (PA)";"35118";"61";"584";"41";"3";"48";"131";"52185";"5120";"-"
"MU";"1507300";"São Félix do Xingu (PA)";"2282445";"1579";"18257";"15927";"7167";"2622";"8674";"154321";"92592";"-"
"MU";"1507409";"São Francisco do Pará (PA)";"14406";"-";"367";"345";"56";"55";"575";"350000";"6300";"-"
"MU";"1507458";"São Geraldo do Araguaia (PA)";"350000";"100";"4800";"4700";"1800";"500";"2800";"55000";"18700";"-"
"MU";"1507466";"São João da Ponta (PA)";"654";"114";"63";"20";"1";"15";"32";"16900";"1450";"-"
"MU";"1507474";"São João de Pirabas (PA)";"2502";"31";"72";"1112";"123";"20";"115";"11197";"3679";"-"
"MU";"1507508";"São João do Araguaia (PA)";"49500";"45";"1050";"1400";"630";"180";"1300";"15300";"6500";"-"
"MU";"1507607";"São Miguel do Guamá (PA)";"38834";"311";"814";"298";"15";"154";"720";"8200";"4300";"-"
"MU";"1507706";"São Sebastião da Boa Vista (PA)";"90";"182";"5";"14280";"4998";"92";"51";"3350";"1172";"-"
"MU";"1507755";"Sapucaia (PA)";"125384";"8";"1491";"608";"273";"23";"196";"2105";"1326";"-"
"MU";"1507805";"Senador José Porfírio (PA)";"68790";"808";"710";"1562";"90";"35";"841";"25674";"4820";"-"
"MU";"1507904";"Soure (PA)";"53654";"120039";"4673";"3288";"1150";"1297";"830";"7136";"1617";"-"
"MU";"1507953";"Tailândia (PA)";"63";"-";"2722";"3000";"1243";"712";"777";"55000";"16670";"-"
"MU";"1507961";"Terra Alta (PA)";"4311";"79";"88";"418";"35";"8";"138";"21480";"570";"-"
"MU";"1507979";"Terra Santa (PA)";"36672";"483";"1549";"1809";"153";"1558";"1553";"3890";"1108";"-"
"MU";"1508001";"Tomé-Açu (PA)";"94385";"52";"895";"5742";"956";"340";"650";"56216";"13418";"-"
"MU";"1508035";"Tracuateua (PA)";"11308";"954";"371";"1370";"194";"162";"156";"29900";"8280";"-"
"MU";"1508050";"Trairão (PA)";"96839";"143";"1472";"2716";"587";"281";"3352";"26456";"12317";"-"
"MU";"1508084";"Tucumã (PA)";"282064";"71";"5603";"3434";"1545";"176";"1783";"51231";"31250";"-"
"MU";"1508100";"Tucuruí (PA)";"63700";"243";"2060";"1828";"500";"959";"2326";"16710";"500";"3200"
"MU";"1508126";"Ulianópolis (PA)";"68468";"136";"1260";"2440";"985";"350";"1342";"16520";"5698";"-"
"MU";"1508159";"Uruará (PA)";"308125";"221";"5498";"4082";"156";"1272";"2256";"71918";"15729";"83"
"MU";"1508209";"Vigia (PA)";"4102";"258";"44";"71";"5";"68";"31";"298000";"19700";"-"
"MU";"1508308";"Viseu (PA)";"88555";"2162";"1569";"3910";"299";"1876";"2320";"43556";"13524";"-"
"MU";"1508357";"Vitória do Xingu (PA)";"166290";"33";"1610";"1554";"96";"163";"1631";"18886";"3780";"-"
"MU";"1508407";"Xinguara (PA)";"483189";"384";"5835";"4050";"1822";"865";"2008";"28624";"17174";"-"
"MU";"1600055";"Serra do Navio (AP)";"1980";"128";"37";"1263";"151";"228";"106";"2073";"595";"-"
"MU";"1600105";"Amapá (AP)";"34506";"35729";"559";"1643";"113";"78";"130";"1780";"641";"-"
"MU";"1600154";"Pedra Branca do Amapari (AP)";"4708";"1484";"65";"2207";"178";"82";"91";"2460";"738";"-"
"MU";"1600204";"Calçoene (AP)";"8185";"10912";"331";"1717";"180";"75";"208";"3662";"1758";"-"
"MU";"1600212";"Cutias (AP)";"10932";"69796";"1458";"1846";"121";"108";"118";"1830";"268";"-"
"MU";"1600238";"Ferreira Gomes (AP)";"5182";"9712";"173";"1339";"171";"128";"71";"2932";"674";"-"
"MU";"1600253";"Itaubal (AP)";"7598";"15821";"226";"1614";"301";"-";"82";"2281";"502";"-"
"MU";"1600279";"Laranjal do Jari (AP)";"4735";"2910";"112";"1745";"158";"118";"147";"2861";"515";"-"
"MU";"1600303";"Macapá (AP)";"18579";"39612";"1090";"11137";"556";"621";"315";"18273";"4203";"-"
"MU";"1600402";"Mazagão (AP)";"3928";"10770";"126";"1926";"200";"164";"197";"5541";"1570";"-"
"MU";"1600501";"Oiapoque (AP)";"5652";"4077";"167";"2729";"174";"203";"124";"4108";"945";"-"
"MU";"1600535";"Porto Grande (AP)";"15009";"576";"192";"929";"143";"247";"108";"4064";"1565";"-"
"MU";"1600550";"Pracuúba (AP)";"10698";"20813";"243";"2175";"169";"-";"107";"2028";"641";"-"
"MU";"1600600";"Santana (AP)";"8463";"11104";"124";"2009";"198";"172";"59";"3629";"1470";"-"
"MU";"1600709";"Tartarugalzinho (AP)";"12046";"31625";"595";"4194";"272";"231";"210";"3045";"930";"-"
"MU";"1600808";"Vitória do Jari (AP)";"2766";"3834";"68";"2090";"213";"114";"-";"2410";"482";"-"
"MU";"1700251";"Abreulândia (TO)";"49078";"-";"759";"954";"105";"64";"424";"7020";"2887";"-"
"MU";"1700301";"Aguiarnópolis (TO)";"8644";"-";"439";"612";"112";"16";"142";"380000";"-";"-"
"MU";"1700350";"Aliança do Tocantins (TO)";"68613";"18";"2032";"1984";"307";"202";"1135";"17379";"8307";"-"
"MU";"1700400";"Almas (TO)";"41329";"65";"2206";"1708";"345";"132";"1054";"14554";"7000";"-"
"MU";"1700707";"Alvorada (TO)";"64702";"23";"1463";"1229";"221";"120";"1380";"7660";"3676";"-"
"MU";"1701002";"Ananás (TO)";"82690";"-";"2179";"819";"321";"161";"1330";"10010";"-";"-"
"MU";"1701051";"Angico (TO)";"16898";"-";"630";"337";"96";"8";"359";"304000";"-";"-"
"MU";"1701101";"Aparecida do Rio Negro (TO)";"25186";"-";"918";"2429";"437";"203";"579";"15037";"6756";"-"
"MU";"1701309";"Aragominas (TO)";"82214";"58";"2996";"1982";"360";"128";"755";"30351";"11000";"-"
"MU";"1701903";"Araguacema (TO)";"79065";"22";"1210";"1904";"330";"185";"713";"14874";"6480";"-"
"MU";"1702000";"Araguaçu (TO)";"278168";"261";"5524";"4152";"685";"257";"5074";"28112";"13493";"-"
"MU";"1702109";"Araguaína (TO)";"223985";"583";"9082";"5164";"1900";"516";"5045";"235473";"36000";"-"
"MU";"1702158";"Araguanã (TO)";"99926";"54";"2131";"650";"253";"225";"1689";"8606";"3620";"-"
"MU";"1702208";"Araguatins (TO)";"117540";"75";"5450";"7500";"1870";"182";"2234";"73250";"29300";"-"
"MU";"1702307";"Arapoema (TO)";"150000";"75";"2600";"1800";"650";"200";"800";"11500";"3000";"-"
"MU";"1702406";"Arraias (TO)";"160130";"122";"6073";"2587";"450";"264";"1170";"27610";"11500";"-"
"MU";"1702554";"Augustinópolis (TO)";"54650";"43";"2630";"4230";"950";"190";"1290";"31900";"13000";"-"
"MU";"1702703";"Aurora do Tocantins (TO)";"46776";"-";"1415";"1740";"380";"384";"855";"15469";"7300";"-"
"MU";"1702901";"Axixá do Tocantins (TO)";"31400";"2";"1760";"1260";"315";"62";"554";"15220";"6100";"-"
"MU";"1703008";"Babaçulândia (TO)";"48941";"-";"2847";"2179";"871";"293";"1872";"372554";"348674";"-"
"MU";"1703057";"Bandeirantes do Tocantins (TO)";"152000";"380";"2500";"1700";"800";"250";"1100";"13500";"4200";"-"
"MU";"1703073";"Barra do Ouro (TO)";"20972";"-";"565";"394";"123";"121";"150";"4554";"1912";"-"
"MU";"1703107";"Barrolândia (TO)";"54570";"-";"864";"2940";"312";"84";"1012";"14420";"4120";"-"
"MU";"1703206";"Bernardo Sayão (TO)";"93000";"50";"1900";"2200";"200";"50";"1100";"14000";"5500";"-"
"MU";"1703305";"Bom Jesus do Tocantins (TO)";"25200";"1";"1260";"2280";"365";"440";"1470";"13830";"5535";"-"
"MU";"1703602";"Brasilândia do Tocantins (TO)";"35000";"380";"600";"1400";"380";"65";"600";"5000";"1400";"-"
"MU";"1703701";"Brejinho de Nazaré (TO)";"55433";"24";"1810";"2244";"403";"62";"742";"15239";"6857";"-"
"MU";"1703800";"Buriti do Tocantins (TO)";"24200";"-";"910";"1100";"285";"65";"430";"5250";"2100";"-"
"MU";"1703826";"Cachoeirinha (TO)";"10350";"-";"185";"194";"34";"-";"165";"80000";"-";"-"
"MU";"1703842";"Campos Lindos (TO)";"28364";"54";"1392";"4286";"1513";"62";"702";"33662";"12734";"-"
"MU";"1703867";"Cariri do Tocantins (TO)";"65508";"76";"1920";"3027";"545";"112";"1525";"19633";"9522";"-"
"MU";"1703883";"Carmolândia (TO)";"40587";"1";"803";"317";"126";"40";"173";"2716";"1136";"-"
"MU";"1703891";"Carrasco Bonito (TO)";"15720";"-";"176";"540";"155";"35";"170";"2071";"825";"-"
"MU";"1703909";"Caseara (TO)";"56385";"-";"630";"1836";"535";"83";"314";"15900";"4280";"-"
"MU";"1704105";"Centenário (TO)";"11000";"-";"265";"510";"82";"85";"40";"4000";"1600";"-"
"MU";"1704600";"Chapada de Areia (TO)";"30030";"58";"525";"1177";"226";"63";"541";"7684";"3220";"-"
"MU";"1705102";"Chapada da Natividade (TO)";"32789";"-";"2078";"1883";"280";"90";"377";"17445";"5700";"-"
"MU";"1705508";"Colinas do Tocantins (TO)";"130000";"1160";"2430";"2800";"600";"175";"1000";"14200";"5100";"-"
"MU";"1705557";"Combinado (TO)";"18000";"-";"728";"2115";"415";"10";"178";"11700";"4350";"-"
"MU";"1705607";"Conceição do Tocantins (TO)";"25538";"-";"1998";"792";"130";"65";"173";"8816";"3800";"-"
"MU";"1706001";"Couto Magalhães (TO)";"60000";"40";"2195";"2600";"650";"250";"1360";"25000";"8200";"-"
"MU";"1706100";"Cristalândia (TO)";"66950";"149";"1470";"2442";"444";"68";"653";"16640";"7280";"-"
"MU";"1706258";"Crixás do Tocantins (TO)";"41781";"-";"956";"862";"159";"60";"813";"9030";"4335";"-"
"MU";"1706506";"Darcinópolis (TO)";"21373";"-";"1736";"1406";"398";"45";"557";"45000";"-";"-"
"MU";"1707009";"Dianópolis (TO)";"41736";"13";"2741";"2427";"385";"245";"1230";"24531";"11000";"-"
"MU";"1707108";"Divinópolis do Tocantins (TO)";"114975";"-";"1470";"3172";"464";"306";"2062";"18180";"6120";"-"
"MU";"1707207";"Dois Irmãos do Tocantins (TO)";"140556";"56";"3150";"4680";"525";"413";"1648";"29070";"12875";"-"
"MU";"1707306";"Dueré (TO)";"133963";"156";"3896";"3751";"675";"185";"2105";"24750";"12127";"-"
"MU";"1707405";"Esperantina (TO)";"24950";"-";"940";"658";"130";"15";"310";"11260";"4490";"-"
"MU";"1707553";"Fátima (TO)";"21137";"-";"639";"941";"169";"57";"240";"8160";"3672";"-"
"MU";"1707652";"Figueirópolis (TO)";"94820";"42";"2052";"2047";"399";"49";"2328";"18487";"9058";"-"
"MU";"1707702";"Filadélfia (TO)";"85331";"31";"4203";"2510";"767";"623";"2751";"29918";"11867";"-"
"MU";"1708205";"Formoso do Araguaia (TO)";"218744";"43";"7690";"8108";"1459";"969";"4502";"56358";"27615";"-"
"MU";"1708254";"Fortaleza do Tabocão (TO)";"45500";"-";"1170";"1500";"240";"20";"450";"7600";"3040";"-"
"MU";"1708304";"Goianorte (TO)";"90400";"62";"2000";"3550";"1020";"130";"645";"20000";"8500";"-"
"MU";"1709005";"Goiatins (TO)";"42240";"10";"2575";"3368";"1015";"141";"584";"34702";"15533";"-"
"MU";"1709302";"Guaraí (TO)";"112300";"110";"2820";"4110";"660";"290";"1810";"29400";"11760";"-"
"MU";"1709500";"Gurupi (TO)";"106664";"92";"3434";"4923";"871";"155";"1563";"32910";"15467";"-"
"MU";"1709807";"Ipueiras (TO)";"17960";"-";"537";"796";"143";"85";"76";"5014";"2256";"-"
"MU";"1710508";"Itacajá (TO)";"65000";"50";"1800";"1720";"440";"125";"1490";"18000";"6500";"-"
"MU";"1710706";"Itaguatins (TO)";"49700";"-";"2190";"900";"200";"100";"1160";"23100";"9240";"-"
"MU";"1710904";"Itapiratins (TO)";"49500";"200";"1100";"1450";"550";"120";"650";"14000";"5300";"-"
"MU";"1711100";"Itaporã do Tocantins (TO)";"97000";"85";"1800";"1650";"345";"78";"630";"8860";"3320";"-"
"MU";"1711506";"Jaú do Tocantins (TO)";"88358";"8";"1577";"1730";"344";"72";"630";"14980";"7340";"-"
"MU";"1711803";"Juarina (TO)";"25800";"75";"750";"1300";"355";"42";"500";"9000";"3600";"-"
"MU";"1711902";"Lagoa da Confusão (TO)";"106704";"88";"2149";"2713";"548";"166";"1205";"18367";"8325";"-"
"MU";"1711951";"Lagoa do Tocantins (TO)";"12877";"-";"696";"858";"154";"282";"150";"7678";"3455";"-"
"MU";"1712009";"Lajeado (TO)";"6900";"35";"380";"730";"117";"40";"225";"6850";"2740";"-"
"MU";"1712157";"Lavandeira (TO)";"18330";"6";"448";"426";"110";"52";"121";"7000";"2500";"-"
"MU";"1712405";"Lizarda (TO)";"18850";"-";"725";"520";"85";"45";"90";"6750";"2700";"-"
"MU";"1712454";"Luzinópolis (TO)";"8703";"-";"271";"250";"38";"-";"558";"292000";"-";"-"
"MU";"1712504";"Marianópolis do Tocantins (TO)";"112230";"22";"1073";"1539";"296";"312";"1188";"11412";"4518";"-"
"MU";"1712702";"Mateiros (TO)";"5102";"2";"439";"432";"77";"-";"29";"6155";"2769";"-"
"MU";"1712801";"Maurilândia do Tocantins (TO)";"19424";"-";"420";"658";"125";"-";"328";"11715";"-";"-"
"MU";"1713205";"Miracema do Tocantins (TO)";"122725";"25";"3820";"3895";"625";"185";"2710";"105760";"42200";"-"
"MU";"1713304";"Miranorte (TO)";"79850";"-";"1680";"2130";"340";"175";"640";"14600";"5840";"-"
"MU";"1713601";"Monte do Carmo (TO)";"70631";"86";"3199";"4766";"857";"730";"1542";"39980";"17991";"-"
"MU";"1713700";"Monte Santo do Tocantins (TO)";"61043";"138";"542";"1599";"306";"68";"765";"9989";"4283";"-"
"MU";"1713809";"Palmeiras do Tocantins (TO)";"27121";"-";"1489";"1113";"235";"230";"622";"1094000";"-";"-"
"MU";"1713957";"Muricilândia (TO)";"65435";"59";"1432";"1201";"260";"28";"1397";"39594";"2320";"-"
"MU";"1714203";"Natividade (TO)";"56491";"-";"2593";"1352";"230";"185";"904";"18995";"7200";"-"
"MU";"1714302";"Nazaré (TO)";"20332";"-";"847";"725";"132";"155";"318";"335340";"-";"-"
"MU";"1714880";"Nova Olinda (TO)";"75000";"100";"2100";"2520";"1000";"200";"1400";"25000";"11000";"-"
"MU";"1715002";"Nova Rosalândia (TO)";"21935";"-";"534";"1219";"267";"177";"291";"11109";"4283";"-"
"MU";"1715101";"Novo Acordo (TO)";"15038";"-";"415";"377";"67";"90";"22";"4575";"2100";"-"
"MU";"1715150";"Novo Alegre (TO)";"17846";"8";"373";"504";"85";"12";"166";"4126";"1500";"-"
"MU";"1715259";"Novo Jardim (TO)";"11964";"11";"621";"477";"60";"25";"740";"3499";"1800";"-"
"MU";"1715507";"Oliveira de Fátima (TO)";"10085";"-";"311";"501";"90";"3";"193";"63198";"1935";"-"
"MU";"1715705";"Palmeirante (TO)";"48000";"235";"1700";"2300";"340";"75";"1500";"18000";"7600";"-"
"MU";"1715754";"Palmeirópolis (TO)";"68428";"38";"871";"4517";"813";"506";"946";"23236";"11385";"-"
"MU";"1716109";"Paraíso do Tocantins (TO)";"91104";"45";"1682";"3885";"424";"509";"2126";"86582";"32107";"-"
"MU";"1716208";"Paranã (TO)";"115064";"39";"6587";"2811";"504";"351";"824";"32860";"16101";"-"
"MU";"1716307";"Pau D'Arco (TO)";"86000";"50";"1700";"1300";"260";"95";"920";"10200";"3200";"-"
"MU";"1716505";"Pedro Afonso (TO)";"21500";"11";"1180";"1705";"287";"510";"1960";"13400";"5360";"-"
"MU";"1716604";"Peixe (TO)";"189944";"49";"4815";"4806";"912";"200";"2550";"43812";"21463";"-"
"MU";"1716653";"Pequizeiro (TO)";"85000";"140";"1300";"1600";"365";"52";"600";"14000";"5400";"-"
"MU";"1716703";"Colméia (TO)";"83600";"220";"2400";"4700";"1500";"300";"770";"24000";"12000";"-"
"MU";"1717008";"Pindorama do Tocantins (TO)";"53931";"10";"1329";"1836";"330";"103";"373";"16301";"7335";"-"
"MU";"1717206";"Piraquê (TO)";"93296";"1";"2371";"1168";"330";"43";"613";"15955";"6093";"-"
"MU";"1717503";"Pium (TO)";"176551";"17";"2889";"3203";"639";"388";"1675";"48153";"21167";"-"
"MU";"1717800";"Ponte Alta do Bom Jesus (TO)";"34484";"-";"928";"479";"70";"69";"75";"11766";"5500";"-"
"MU";"1717909";"Ponte Alta do Tocantins (TO)";"55514";"3";"2672";"2681";"482";"742";"2029";"27545";"12395";"-"
"MU";"1718006";"Porto Alegre do Tocantins (TO)";"7851";"-";"145";"216";"40";"122";"143";"3232";"1600";"-"
"MU";"1718204";"Porto Nacional (TO)";"107328";"48";"4853";"8726";"1570";"551";"4214";"152966";"39560";"-"
"MU";"1718303";"Praia Norte (TO)";"16500";"-";"218";"415";"105";"107";"128";"4220";"1690";"-"
"MU";"1718402";"Presidente Kennedy (TO)";"42000";"420";"1000";"1000";"320";"160";"1220";"6820";"2100";"-"
"MU";"1718451";"Pugmil (TO)";"20878";"-";"502";"926";"164";"62";"287";"7718";"3183";"-"
"MU";"1718501";"Recursolândia (TO)";"29295";"20";"1030";"1560";"250";"25";"185";"10745";"4300";"-"
"MU";"1718550";"Riachinho (TO)";"31588";"-";"1189";"1093";"376";"100";"642";"16388";"-";"-"
"MU";"1718659";"Rio da Conceição (TO)";"1198";"13";"102";"35";"10";"5";"7";"475";"200";"-"
"MU";"1718709";"Rio dos Bois (TO)";"11470";"-";"430";"470";"76";"65";"245";"5320";"2128";"-"
"MU";"1718758";"Rio Sono (TO)";"46500";"15";"2880";"2600";"416";"705";"980";"28680";"11472";"-"
"MU";"1718808";"Sampaio (TO)";"8900";"10";"75";"132";"32";"50";"90";"1300";"460";"-"
"MU";"1718840";"Sandolândia (TO)";"162817";"615";"2636";"1790";"322";"371";"1264";"17150";"8232";"-"
"MU";"1718865";"Santa Fé do Araguaia (TO)";"114025";"88";"3286";"1373";"284";"-";"1917";"31241";"12310";"-"
"MU";"1718881";"Santa Maria do Tocantins (TO)";"26290";"10";"1325";"1340";"215";"380";"660";"9790";"3916";"-"
"MU";"1718899";"Santa Rita do Tocantins (TO)";"87045";"-";"2375";"1475";"265";"114";"1056";"74009";"16798";"-"
"MU";"1718907";"Santa Rosa do Tocantins (TO)";"29657";"-";"1255";"1638";"295";"6";"411";"12328";"5547";"-"
"MU";"1719004";"Santa Tereza do Tocantins (TO)";"19775";"-";"755";"936";"168";"452";"550";"7956";"3580";"-"
"MU";"1720002";"Santa Terezinha do Tocantins (TO)";"10781";"256";"407";"310";"48";"23";"86";"483630";"-";"-"
"MU";"1720101";"São Bento do Tocantins (TO)";"23263";"-";"789";"381";"86";"42";"241";"8033";"-";"-"
"MU";"1720150";"São Félix do Tocantins (TO)";"4016";"-";"402";"169";"30";"-";"3";"4692";"2111";"-"
"MU";"1720200";"São Miguel do Tocantins (TO)";"17920";"10";"760";"438";"108";"108";"940";"9570";"3800";"-"
"MU";"1720259";"São Salvador do Tocantins (TO)";"21945";"-";"316";"1072";"192";"132";"277";"8285";"3977";"-"
"MU";"1720309";"São Sebastião do Tocantins (TO)";"19500";"65";"460";"270";"54";"32";"108";"2240";"870";"-"
"MU";"1720499";"São Valério (TO)";"44942";"-";"2009";"1664";"263";"124";"943";"18328";"8980";"-"
"MU";"1720655";"Silvanópolis (TO)";"31229";"15";"1273";"1623";"292";"230";"444";"9887";"4449";"-"
"MU";"1720804";"Sítio Novo do Tocantins (TO)";"33000";"10";"1290";"245";"48";"30";"850";"6590";"2614";"-"
"MU";"1720853";"Sucupira (TO)";"49756";"26";"1188";"1009";"179";"39";"936";"7241";"3562";"-"
"MU";"1720903";"Taguatinga (TO)";"116472";"-";"3703";"4086";"740";"320";"1889";"38024";"16000";"-"
"MU";"1720937";"Taipas do Tocantins (TO)";"20354";"31";"706";"376";"40";"87";"285";"3500";"1200";"-"
"MU";"1720978";"Talismã (TO)";"97505";"20";"2034";"1786";"303";"141";"1275";"14931";"7361";"-"
"MU";"1721000";"Palmas (TO)";"31555";"39";"1246";"4387";"1490";"729";"2144";"40402";"21702";"-"
"MU";"1721109";"Tocantínia (TO)";"14240";"20";"780";"1390";"222";"70";"420";"12040";"4816";"-"
"MU";"1721208";"Tocantinópolis (TO)";"20083";"-";"974";"1041";"102";"112";"603";"685240";"240";"-"
"MU";"1721257";"Tupirama (TO)";"4300";"-";"185";"535";"85";"25";"125";"3800";"1520";"-"
"MU";"1721307";"Tupiratins (TO)";"14000";"-";"450";"550";"185";"15";"140";"7800";"2600";"-"
"MU";"1722081";"Wanderlândia (TO)";"28139";"63";"1732";"1918";"810";"97";"1179";"70150";"5940";"-"
"MU";"1722107";"Xambioá (TO)";"96112";"21";"3020";"1591";"468";"307";"1696";"16390";"4730";"-"
"MU";"2100055";"Açailândia (MA)";"416834";"839";"5237";"7846";"1962";"1946";"4954";"48661";"17031";"-"
"MU";"2100105";"Afonso Cunha (MA)";"1470";"-";"60";"2160";"220";"820";"60";"5870";"2070";"-"
